pixel_id,lat,lon,error_var,coef,std_err,pvalue,n_obs
26.2_-98.3,26.199999999999854,-98.30000000000047,wspd_error_0h,0.6725225646965245,0.4621589125303941,0.14565810384246802,8398
26.2_-98.4,26.199999999999854,-98.40000000000046,temp_error_1h,-0.7546702474193311,0.3625593736789104,0.03741779764235975,8398
26.2_-98.4,26.199999999999854,-98.40000000000046,wspd_error_1h,1.7862804538043195,0.45772779063248736,9.595378591820136e-05,8398
26.2_-98.4,26.199999999999854,-98.40000000000046,temp_error_0h,0.6917790873218701,0.35570469260897447,0.05183100087863157,8398
26.2_-98.4,26.199999999999854,-98.40000000000046,wspd_error_0h,0.4657845895862513,0.45323531228882924,0.3041262597263863,8398
26.3_-97.5,26.299999999999855,-97.50000000000051,temp_error_1h,0.21768058406077798,0.35121496197865926,0.535410960644676,8398
26.3_-97.5,26.299999999999855,-97.50000000000051,wspd_error_1h,1.6992071292511468,0.3863023860411133,1.1027884132985832e-05,8398
26.3_-97.5,26.299999999999855,-97.50000000000051,temp_error_0h,0.45228403076238993,0.3777778985367323,0.23125397941855197,8398
26.3_-97.5,26.299999999999855,-97.50000000000051,wspd_error_0h,2.0588803028274176,0.45198618192255385,5.3081791122622235e-06,8398
26.3_-97.6,26.299999999999855,-97.6000000000005,temp_error_1h,0.3303958207693073,0.35111057013275304,0.3467309311884561,8398
26.3_-97.6,26.299999999999855,-97.6000000000005,wspd_error_1h,1.4091628537637346,0.4096482783328905,0.000584700801046445,8398
26.3_-97.6,26.299999999999855,-97.6000000000005,temp_error_0h,0.7389277306982956,0.3800363281797556,0.05188547367487062,8398
26.3_-97.6,26.299999999999855,-97.6000000000005,wspd_error_0h,1.7471352476486959,0.47371874026550215,0.00022734346065966804,8398
26.3_-97.7,26.299999999999855,-97.7000000000005,temp_error_1h,0.3775226019453659,0.3548753319885361,0.2874421056969345,8398
26.3_-97.7,26.299999999999855,-97.7000000000005,wspd_error_1h,1.601108436789994,0.4207777500467791,0.00014274891801879797,8398
